version,candidates,scan_points,width,height,best_score,time_ms,threads
cpu_omp,4,1081,467,314,0.832432,0.851730,4
cpu_omp,4,1081,467,314,0.871495,0.779282,4
cpu_omp,4,1081,467,314,0.797791,0.847355,4
cpu_omp,4,1081,467,314,0.983639,0.949336,4
cpu_omp,4,1081,467,314,0.852983,0.779021,4
cpu_omp,4,1081,467,314,0.713247,0.856314,4
cpu_omp,4,1081,467,314,0.766335,0.858813,4
cpu_omp,4,1081,467,314,0.880242,0.911210,4
cpu_omp,4,1081,467,314,0.765029,0.833501,4
cpu_omp,4,1081,467,314,0.849522,0.858084,4
cpu_omp,4,1081,467,314,0.788366,0.839959,4
cpu_omp,4,1081,467,314,0.782112,0.856783,4
cpu_omp,4,1081,467,314,0.762214,0.890273,4
cpu_omp,4,1081,467,314,0.804702,0.849542,4
cpu_omp,4,1081,467,314,0.765529,0.841886,4
cpu_omp,4,1081,467,314,0.742316,0.836834,4
cpu_omp,4,1081,467,314,0.726756,1.992058,4
cpu_omp,4,1081,467,314,0.685037,1.058661,4
cpu_omp,4,1081,467,314,0.782264,0.933867,4
cpu_omp,961,1081,467,314,0.874296,16.677308,4
cpu_omp,961,1081,467,314,0.854768,18.083473,4
cpu_omp,961,1081,467,314,0.829221,17.128356,4
cpu_omp,961,1081,467,314,0.907529,18.296757,4
cpu_omp,961,1081,467,314,0.985224,18.286236,4
cpu_omp,961,1081,467,314,1.000000,18.262538,4
cpu_omp,961,1081,467,314,1.000000,16.202771,4
cpu_omp,961,1081,467,314,0.998513,17.759094,4
cpu_omp,961,1081,467,314,0.956221,19.378283,4
cpu_omp,961,1081,467,314,0.927460,16.843248,4
cpu_omp,961,1081,467,314,0.888143,15.603544,4
cpu_omp,961,1081,467,314,0.839901,19.216197,4
cpu_omp,961,1081,467,314,0.792436,18.685096,4
cpu_omp,961,1081,467,314,0.779257,18.480145,4
cpu_omp,961,1081,467,314,0.778546,20.388921,4
cpu_omp,4,1081,467,314,0.998513,0.541153,4
cpu_omp,4,1081,467,314,0.893965,1.354393,4
cpu_omp,4,1081,467,314,0.672101,0.543497,4
cpu_omp,4,1081,467,314,0.681997,0.866261,4
cpu_omp,4,1081,467,314,0.782667,0.902304,4
cpu_omp,4,1081,467,314,0.629751,0.771989,4
cpu_omp,4,1081,467,314,0.627132,0.820636,4
cpu_omp,4,1081,467,314,0.938811,0.856418,4
cpu_omp,4,1081,467,314,0.761053,0.846886,4
cpu_omp,4,1081,467,314,0.584923,0.861574,4
cpu_omp,4,1081,467,314,0.537668,0.837512,4
cpu_omp,4,1081,467,314,0.743335,1.163714,4
cpu_omp,4,1081,467,314,0.622365,0.793292,4
cpu_omp,4,1081,467,314,0.705817,0.966055,4
cpu_omp,4,1081,467,314,0.998513,0.956158,4
cpu_omp,4,1081,467,314,0.996282,0.940898,4
cpu_omp,4,1081,467,314,0.818454,0.933866,4
cpu_omp,4,1081,467,314,0.770372,0.597247,4
cpu_omp,4,1081,467,314,0.778589,0.932565,4
cpu_omp,4,1081,467,314,0.794986,0.842564,4
cpu_omp,4,1081,467,314,0.972825,1.359810,4
cpu_omp,4,1081,467,314,0.917567,0.992306,4
cpu_omp,4,1081,467,314,0.774062,0.854751,4
cpu_omp,4,1081,467,314,0.611946,0.529382,4
cpu_omp,4,1081,467,314,0.953990,0.896627,4
cpu_omp,4,1081,467,314,0.864102,0.950846,4
cpu_omp,4,1081,467,314,0.663097,0.931940,4
cpu_omp,4,1081,467,314,0.597069,1.158870,4
cpu_omp,4,1081,467,314,0.941220,0.908814,4
cpu_omp,4,1081,467,314,0.781615,0.831001,4
cpu_omp,4,1081,467,314,0.945243,0.842876,4
cpu_omp,4,1081,467,314,0.860191,0.857668,4
cpu_omp,4,1081,467,314,0.729314,0.864178,4
cpu_omp,4,1081,467,314,0.911099,1.256684,4
cpu_omp,4,1081,467,314,0.728418,0.929648,4
cpu_omp,4,1081,467,314,0.581934,0.526101,4
cpu_omp,4,1081,467,314,0.807415,0.889960,4
cpu_omp,4,1081,467,314,0.738307,1.199860,4
cpu_omp,4,1081,467,314,0.833419,1.006264,4
cpu_omp,4,1081,467,314,0.663514,0.929700,4
cpu_omp,4,1081,467,314,0.723934,0.961107,4
cpu_omp,4,1081,467,314,0.651474,0.842928,4
cpu_omp,4,1081,467,314,0.853999,1.196944,4
cpu_omp,4,1081,467,314,0.719026,0.523653,4
cpu_omp,4,1081,467,314,0.617283,0.877043,4
cpu_omp,4,1081,467,314,0.698300,1.131630,4
cpu_omp,4,1081,467,314,0.703194,0.938085,4
cpu_omp,961,1081,467,314,0.722439,18.340299,4
cpu_omp,961,1081,467,314,0.735593,19.112341,4
cpu_omp,961,1081,467,314,0.796474,18.504782,4
cpu_omp,961,1081,467,314,0.885723,20.065427,4
cpu_omp,961,1081,467,314,0.960701,19.193280,4
cpu_omp,961,1081,467,314,0.999079,18.884161,4
cpu_omp,961,1081,467,314,1.000000,19.431304,4
cpu_omp,961,1081,467,314,1.000000,19.459898,4
cpu_omp,961,1081,467,314,0.999256,20.502048,4
cpu_omp,961,1081,467,314,0.975669,21.579979,4
cpu_omp,961,1081,467,314,0.899186,20.485694,4
cpu_omp,961,1081,467,314,0.855649,23.581464,4
cpu_omp,961,1081,467,314,0.814489,20.969658,4
cpu_omp,961,1081,467,314,0.765359,21.048357,4
cpu_omp,961,1081,467,314,0.714788,27.513393,4
cpu_omp,4,1081,467,314,0.988667,0.949024,4
cpu_omp,4,1081,467,314,0.740890,0.967305,4
cpu_omp,4,1081,467,314,0.588134,1.030691,4
cpu_omp,4,1081,467,314,0.654663,0.931627,4
cpu_omp,4,1081,467,314,0.582979,0.928190,4
cpu_omp,4,1081,467,314,0.631917,1.278663,4
cpu_omp,4,1081,467,314,0.744318,1.321216,4
cpu_omp,4,1081,467,314,0.589396,1.008034,4
cpu_omp,4,1081,467,314,0.522606,0.954909,4
cpu_omp,4,1081,467,314,1.000000,0.980534,4
cpu_omp,4,1081,467,314,0.853549,0.932825,4
cpu_omp,4,1081,467,314,0.814877,0.927773,4
cpu_omp,4,1081,467,314,0.710305,0.944700,4
cpu_omp,4,1081,467,314,0.955201,0.928190,4
cpu_omp,4,1081,467,314,0.825140,0.925898,4
cpu_omp,4,1081,467,314,0.768631,0.927929,4
cpu_omp,4,1081,467,314,0.999256,0.951679,4
cpu_omp,4,1081,467,314,0.956754,0.931471,4
cpu_omp,4,1081,467,314,0.866431,0.927409,4
cpu_omp,4,1081,467,314,0.913784,0.926470,4
cpu_omp,4,1081,467,314,0.884167,0.954127,4
cpu_omp,4,1081,467,314,0.865629,0.930637,4
cpu_omp,4,1081,467,314,0.747779,0.925950,4
cpu_omp,4,1081,467,314,0.835602,0.927461,4
cpu_omp,4,1081,467,314,0.895739,1.014545,4
cpu_omp,4,1081,467,314,0.782558,1.012513,4
cpu_omp,4,1081,467,314,0.974570,1.110953,4
cpu_omp,4,1081,467,314,0.861149,2.377064,4
cpu_omp,4,1081,467,314,0.843881,2.730298,4
cpu_omp,4,1081,467,314,0.881174,1.894713,4
cpu_omp,4,1081,467,314,0.751512,2.630244,4
cpu_omp,4,1081,467,314,0.736820,2.684828,4
cpu_omp,4,1081,467,314,0.759068,3.952501,4
cpu_omp,4,1081,467,314,0.866721,2.658525,4
cpu_omp,4,1081,467,314,0.652791,2.270812,4
cpu_omp,961,1081,467,314,0.779667,19.167707,4
cpu_omp,961,1081,467,314,0.776667,19.231145,4
cpu_omp,961,1081,467,314,0.837594,20.204231,4
cpu_omp,961,1081,467,314,0.884399,22.576607,4
cpu_omp,961,1081,467,314,0.917125,18.502854,4
cpu_omp,961,1081,467,314,0.940175,18.238059,4
cpu_omp,961,1081,467,314,0.952125,16.300897,4
cpu_omp,961,1081,467,314,0.978669,17.123044,4
cpu_omp,961,1081,467,314,1.000000,18.385561,4
cpu_omp,961,1081,467,314,1.000000,18.199829,4
cpu_omp,961,1081,467,314,0.955771,20.075167,4
cpu_omp,961,1081,467,314,0.955771,23.611465,4
cpu_omp,961,1081,467,314,0.955027,21.053982,4
cpu_omp,961,1081,467,314,0.939508,19.758236,4
cpu_omp,961,1081,467,314,0.925378,18.904734,4
cpu_omp,4,1081,467,314,0.985337,0.737510,4
cpu_omp,4,1081,467,314,0.909260,0.948815,4
cpu_omp,4,1081,467,314,0.796271,1.010431,4
cpu_omp,4,1081,467,314,0.720676,1.066212,4
cpu_omp,4,1081,467,314,0.853016,0.945169,4
cpu_omp,4,1081,467,314,0.853016,0.997149,4
cpu_omp,4,1081,467,314,0.833988,0.893710,4
cpu_omp,4,1081,467,314,0.905861,0.863293,4
cpu_omp,4,1081,467,314,0.871296,0.938190,4
cpu_omp,4,1081,467,314,0.773213,0.971211,4
cpu_omp,4,1081,467,314,0.834278,1.483302,4
cpu_omp,4,1081,467,314,0.771051,0.938659,4
cpu_omp,4,1081,467,314,0.816840,2.196852,4
