version,candidates,scan_points,width,height,best_score,time_ms
baseline,256,1081,467,314,0.880191,11.433854
baseline,256,1081,467,314,0.842394,11.378645
baseline,256,1081,467,314,0.802032,11.341561
baseline,256,1081,467,314,0.802597,11.335519
baseline,4,1081,467,314,0.949738,0.194846
baseline,4,1081,467,314,0.816532,0.190471
baseline,4,1081,467,314,0.745450,0.187711
baseline,4,1081,467,314,0.749607,0.175732
baseline,4,1081,467,314,0.774722,0.181044
baseline,4,1081,467,314,0.655838,0.173753
baseline,4,1081,467,314,0.831285,0.185107
baseline,4,1081,467,314,0.799147,0.181982
baseline,4,1081,467,314,0.719642,0.178648
baseline,4,1081,467,314,0.740629,0.199899
baseline,4,1081,467,314,0.749328,0.178492
baseline,4,1081,467,314,0.734320,0.179638
baseline,4,1081,467,314,0.976413,0.178231
baseline,4,1081,467,314,0.931146,0.177346
baseline,4,1081,467,314,0.836103,0.176356
baseline,4,1081,467,314,0.849040,0.175680
baseline,4,1081,467,314,0.789755,0.179638
baseline,4,1081,467,314,0.718293,0.180107
baseline,4,1081,467,314,0.809835,0.186929
baseline,4,1081,467,314,0.777602,0.182451
baseline,4,1081,467,314,0.818440,0.185940
baseline,4,1081,467,314,0.677390,0.184482
baseline,4,1081,467,314,0.724061,0.181304
baseline,4,1081,467,314,0.714959,0.184794
baseline,4,1081,467,314,0.685407,0.202868
baseline,4,1081,467,314,0.802503,0.180992
baseline,4,1081,467,314,0.612516,0.182242
baseline,4,1081,467,314,0.770960,0.184169
baseline,4,1081,467,314,0.754487,0.175627
baseline,4,1081,467,314,0.782732,0.186513
baseline,4,1081,467,314,0.511059,0.182763
baseline,4,1081,467,314,0.716751,0.189533
baseline,4,1081,467,314,0.646156,0.182190
baseline,4,1081,467,314,0.673186,0.180835
baseline,4,1081,467,314,0.700796,0.178753
baseline,256,1081,467,314,0.853407,11.557137
baseline,256,1081,467,314,0.841251,11.313748
baseline,256,1081,467,314,0.802115,11.384426
baseline,256,1081,467,314,0.818650,11.324425
